api,well_name,operator,county,field,latitude,longitude,depth_ft,completion_date,status,well_type,well_id
42389004180102,Rodriguez 184H,Endeavor Energy Resources LP,Reeves,Permian Basin,31.544148,-103.769919,13835,2022-07-01,Active,Oil,418
42389004190102,Jackson 451H,Parsley Energy Operations LLC,Reeves,Permian Basin,31.452419,-103.64566,12891,2023-07-07,Active,Oil,419
42389004200001,Smith 67A,Pioneer Natural Resources USA Inc,Reeves,Permian Basin,31.376744,-103.753687,7233,2022-12-19,Active,Oil,420
42389004210000,Thomas 771H,Laredo Petroleum Inc,Reeves,Permian Basin,31.203327,-103.531165,8788,2022-01-08,Active,Oil,421
42389004220000,Taylor 293H,Occidental Petroleum Corporation,Reeves,Permian Basin,31.364694,-103.675778,9308,2022-03-23,Active,Oil,422
42389004230001,Jackson 531H,Chevron USA Inc,Reeves,Permian Basin,31.406644,-103.580016,8080,2022-03-12,Active,Oil,423
42389004240002,White 254H,Apache Corporation,Reeves,Permian Basin,31.244143,-103.717863,10253,2022-01-20,Active,Oil,424
42389004250000,Hernandez 30A,Laredo Petroleum Inc,Reeves,Permian Basin,31.208852,-103.511067,6477,2022-06-04,Active,Oil,425
42389004260001,Johnson 112H,Occidental Petroleum Corporation,Reeves,Permian Basin,31.336765,-103.775369,7393,2022-02-27,Active,Oil,426
42389004270001,Smith 99B,Centennial Resource Production LLC,Reeves,Permian Basin,31.228554,-103.711941,9078,2023-01-30,Shut-in,Oil,427
42389004280102,Brown 61D,Parsley Energy Operations LLC,Reeves,Permian Basin,31.298865,-103.502186,11375,2023-11-29,Active,Oil,428
42389004290001,Moore 261H,Callon Petroleum Operating Company,Reeves,Permian Basin,31.263445,-103.608705,10905,2022-02-23,Active,Oil,429
42389004300000,Miller 751H,Occidental Petroleum Corporation,Reeves,Permian Basin,31.58931,-103.805614,6960,2023-02-10,Shut-in,Oil,430
42389004310001,Williams 21D,Permian Resources Operating LLC,Reeves,Permian Basin,31.587534,-103.667569,13190,2022-04-04,Active,Oil,431
42389004320001,Jones 17B,Callon Petroleum Operating Company,Reeves,Permian Basin,31.57234,-103.501211,12992,2022-08-27,Active,Oil,432
42389004330000,Taylor 932H,Laredo Petroleum Inc,Reeves,Permian Basin,31.515425,-103.597321,7207,2022-09-14,Active,Oil,433
42389004340100,Thompson 70C,Cimarex Energy Company,Reeves,Permian Basin,31.48265,-103.67639,10696,2022-11-28,Active,Oil,434
42389004350000,Martin 58C,Marathon Oil Company,Reeves,Permian Basin,31.547065,-103.660528,9844,2022-09-27,Active,Oil,435
42389004360000,White 802H,Parsley Energy Operations LLC,Reeves,Permian Basin,31.200288,-103.64479,8912,2022-11-25,Active,Oil,436
42389004370002,Wilson 532H,Laredo Petroleum Inc,Reeves,Permian Basin,31.52762,-103.824052,10276,2022-04-24,Active,Oil,437
42389004380000,Brown 254H,Pioneer Natural Resources USA Inc,Reeves,Permian Basin,31.217511,-103.52488,6617,2022-02-02,Active,Oil,438
42389004390000,Anderson 78D,Centennial Resource Production LLC,Reeves,Permian Basin,31.463169,-103.689671,6161,2022-01-14,Active,Oil,439
42389004400102,Johnson 722H,Occidental Petroleum Corporation,Reeves,Permian Basin,31.4623,-103.528639,11814,2023-01-13,Shut-in,Oil,440
42389004410001,Williams 67D,EOG Resources Inc,Reeves,Permian Basin,31.529457,-103.793674,6591,2022-04-14,Active,Oil,441
42389004420002,Jackson 963H,Laredo Petroleum Inc,Reeves,Permian Basin,31.354132,-103.822752,6728,2023-10-16,Active,Oil,442
42389004430000,Jackson 653H,Parsley Energy Operations LLC,Reeves,Permian Basin,31.48102,-103.72917,10529,2023-11-05,Active,Oil,443
42389004440001,Thomas 933H,Independence Resources Management LLC,Reeves,Permian Basin,31.377205,-103.75907,10299,2023-09-16,Active,Oil,444
42389004450001,Hernandez 13H,Laredo Petroleum Inc,Reeves,Permian Basin,31.285571,-103.593717,5567,2022-10-19,Active,Oil,445
42389004460000,Davis 32H,SM Energy Company,Reeves,Permian Basin,31.254034,-103.54387,9521,2023-07-21,Active,Oil,446
42389004470101,Jones 34C,Matador Production Company,Reeves,Permian Basin,31.570369,-103.838114,11014,2023-08-20,Active,Oil,447
42389004480002,Williams 622H,Marathon Oil Company,Reeves,Permian Basin,31.52443,-103.863238,7832,2023-05-15,Active,Oil,448
42389004490002,Thompson 113H,Matador Production Company,Reeves,Permian Basin,31.527806,-103.861854,5916,2022-12-09,Active,Oil,449
42389004500002,Taylor 40A,Concho Resources Inc,Reeves,Permian Basin,31.366609,-103.552868,13591,2022-02-12,Active,Oil,450
42389004510000,Taylor 974H,Matador Production Company,Reeves,Permian Basin,31.259832,-103.699039,14750,2023-08-13,Active,Oil,451
42389004520001,Williams 744H,Chevron USA Inc,Reeves,Permian Basin,31.372774,-103.585453,5807,2023-07-16,Active,Oil,452
42389004530001,Jackson 63D,Pioneer Natural Resources USA Inc,Reeves,Permian Basin,31.359411,-103.726204,11476,2023-10-30,Active,Oil,453
42389004540000,Rodriguez 423H,Laredo Petroleum Inc,Reeves,Permian Basin,31.446399,-103.605733,14437,2022-04-02,Active,Oil,454
42389004550002,Smith 221H,Concho Resources Inc,Reeves,Permian Basin,31.369416,-103.760677,10729,2023-09-24,Active,Oil,455
42389004560002,Anderson 97C,Parsley Energy Operations LLC,Reeves,Permian Basin,31.449273,-103.723815,6405,2022-04-26,Active,Oil,456
42389004570001,Brown 581H,Chevron USA Inc,Reeves,Permian Basin,31.579576,-103.529308,12719,2022-01-24,Active,Oil,457
42389004580102,Jones 49A,Laredo Petroleum Inc,Reeves,Permian Basin,31.28475,-103.68143,14551,2023-11-11,Active,Oil,458
42389004590000,Hernandez 9A,Marathon Oil Company,Reeves,Permian Basin,31.268128,-103.786395,11367,2023-11-08,Active,Oil,459
42389004600001,Martin 41B,Endeavor Energy Resources LP,Reeves,Permian Basin,31.545713,-103.892369,12940,2023-09-04,Active,Oil,460
42389004610000,Garcia 431H,Devon Energy Production Company LP,Reeves,Permian Basin,31.27955,-103.513283,13027,2023-02-07,Active,Oil,461
42389004620002,Rodriguez 81A,Permian Resources Operating LLC,Reeves,Permian Basin,31.338712,-103.759235,9221,2023-02-01,Active,Oil,462
42389004630001,Taylor 12C,Permian Resources Operating LLC,Reeves,Permian Basin,31.577655,-103.520353,11262,2023-06-18,Active,Oil,463
42389004640002,Jones 403H,Independence Resources Management LLC,Reeves,Permian Basin,31.549081,-103.625391,14918,2022-12-04,Active,Oil,464
42389004650000,Wilson 56C,Diamondback E&P LLC,Reeves,Permian Basin,31.282703,-103.844569,7378,2023-11-03,Active,Oil,465
42389004660001,Jones 98A,Devon Energy Production Company LP,Reeves,Permian Basin,31.326998,-103.677064,10221,2023-02-28,Active,Oil,466
42389004670000,Brown 24C,Apache Corporation,Reeves,Permian Basin,31.377202,-103.526493,5429,2023-09-19,Active,Oil,467
42389004680002,Smith 112H,Independence Resources Management LLC,Reeves,Permian Basin,31.426817,-103.807635,12808,2022-05-18,Active,Oil,468
42389004690101,Moore 21C,Independence Resources Management LLC,Reeves,Permian Basin,31.387505,-103.640173,8166,2022-08-20,Active,Oil,469
42389004700000,Williams 57C,Permian Resources Operating LLC,Reeves,Permian Basin,31.570174,-103.519921,13027,2023-12-06,Active,Oil,470
42389004710102,Martinez 793H,Parsley Energy Operations LLC,Reeves,Permian Basin,31.555035,-103.728978,14370,2023-09-01,Active,Oil,471
42389004720002,Jackson 953H,EOG Resources Inc,Reeves,Permian Basin,31.40826,-103.719356,5643,2023-07-26,Active,Oil,472
42389004730001,Miller 383H,EOG Resources Inc,Reeves,Permian Basin,31.27594,-103.724178,5893,2023-12-08,Active,Oil,473
42389004740000,Thompson 51C,Diamondback E&P LLC,Reeves,Permian Basin,31.385432,-103.641559,11775,2022-11-28,Active,Oil,474
42389004750100,Rodriguez 892H,Devon Energy Production Company LP,Reeves,Permian Basin,31.381472,-103.541353,7686,2022-05-07,Active,Oil,475
42389004760001,Jackson 63H,Parsley Energy Operations LLC,Reeves,Permian Basin,31.453629,-103.865877,7799,2022-12-10,Active,Oil,476
42389004770101,Wilson 374H,Diamondback E&P LLC,Reeves,Permian Basin,31.26485,-103.842157,7960,2022-05-01,Active,Oil,477
42389004780101,Moore 78A,Occidental Petroleum Corporation,Reeves,Permian Basin,31.201413,-103.593842,13084,2022-09-01,Active,Oil,478
42389004790000,Jackson 801H,Cimarex Energy Company,Reeves,Permian Basin,31.381495,-103.72325,14134,2022-08-01,Active,Oil,479
42389004800002,Thompson 431H,Diamondback E&P LLC,Reeves,Permian Basin,31.222026,-103.760392,6436,2022-02-20,Active,Oil,480
42389004810001,Thompson 52H,Devon Energy Production Company LP,Reeves,Permian Basin,31.264534,-103.786248,6525,2022-11-03,Active,Oil,481
42389004820001,Moore 16C,Centennial Resource Production LLC,Reeves,Permian Basin,31.528106,-103.596623,9496,2022-12-04,Active,Oil,482
42389004830002,Martin 62B,SM Energy Company,Reeves,Permian Basin,31.283938,-103.81638,14908,2023-12-25,Active,Oil,483
42389004840000,White 674H,Independence Resources Management LLC,Reeves,Permian Basin,31.539119,-103.796136,13154,2023-05-20,Shut-in,Oil,484
42389004850000,Smith 814H,Independence Resources Management LLC,Reeves,Permian Basin,31.293089,-103.783805,6932,2022-08-01,Shut-in,Oil,485
42389004860000,Davis 331H,Concho Resources Inc,Reeves,Permian Basin,31.365616,-103.766483,6111,2022-11-12,Active,Oil,486
42389004870001,Thompson 23A,Laredo Petroleum Inc,Reeves,Permian Basin,31.32957,-103.897547,8178,2022-12-05,Active,Oil,487
42389004880100,Hernandez 602H,Cimarex Energy Company,Reeves,Permian Basin,31.566465,-103.581098,11782,2022-02-27,Active,Oil,488
42389004890000,Thompson 462H,Apache Corporation,Reeves,Permian Basin,31.425977,-103.628721,6084,2022-06-02,Active,Oil,489
42389004900002,White 243H,Permian Resources Operating LLC,Reeves,Permian Basin,31.335661,-103.749904,14751,2022-04-30,Active,Oil,490
42389004910001,Williams 314H,Apache Corporation,Reeves,Permian Basin,31.482106,-103.7742,11088,2023-04-08,Active,Oil,491
42389004920000,Davis 57B,Apache Corporation,Reeves,Permian Basin,31.286456,-103.779073,13290,2022-01-26,Shut-in,Oil,492
42389004930001,Jones 67B,SM Energy Company,Reeves,Permian Basin,31.261631,-103.763954,7174,2022-07-30,Active,Oil,493
42389004940001,Johnson 43B,Parsley Energy Operations LLC,Reeves,Permian Basin,31.355035,-103.554076,12649,2022-02-17,Active,Oil,494
42389004950000,Davis 361H,Apache Corporation,Reeves,Permian Basin,31.208992,-103.596602,13720,2022-11-23,Shut-in,Oil,495
42389004960002,Jackson 27B,ConocoPhillips Company,Reeves,Permian Basin,31.309062,-103.837002,13888,2022-12-25,Active,Oil,496
42389004970000,Williams 791H,Marathon Oil Company,Reeves,Permian Basin,31.256623,-103.618259,10549,2023-07-08,Active,Oil,497
42389004980001,Johnson 55B,Diamondback E&P LLC,Reeves,Permian Basin,31.211597,-103.538683,11421,2022-07-03,Active,Oil,498
42389004990001,Martinez 92D,Matador Production Company,Reeves,Permian Basin,31.451788,-103.62395,13740,2022-03-22,Active,Oil,499
42389005000001,Wilson 614H,Parsley Energy Operations LLC,Reeves,Permian Basin,31.427116,-103.862834,8796,2022-08-18,Active,Oil,500
